base_obj_Count,base_features_Count,base_persent_Categorial_features,base_class_Count,base_all_percent_of_nans,base_target_type,cat_meta_categCount_min,cat_meta_categCount_max,cat_meta_categCount_mean,cat_meta_entropy_min,cat_meta_entropy_max,cat_meta_entropy_mean,cat_meta_percent_nans_min,cat_meta_percent_nans_max,cat_meta_percent_nans_mean,disc_meta_min_min,disc_meta_min_max,disc_meta_min_mean,disc_meta_max_min,disc_meta_max_max,disc_meta_max_mean,disc_meta_mean_min,disc_meta_mean_max,disc_meta_mean_mean,disc_meta_variation_min,disc_meta_variation_max,disc_meta_variation_mean,disc_meta_skew_min,disc_meta_skew_max,disc_meta_skew_mean,disc_meta_kurtosis_min,disc_meta_kurtosis_max,disc_meta_kurtosis_mean,disc_meta_percent_of_nans_min,disc_meta_percent_of_nans_max,disc_meta_percent_of_nans_mean,model_min,model_max,model_kurtosis,model_variation,RF,SGD,kNN
475,3,0.67,178,0.0,0,0,95,79.17,1.61,1.61,1.61,0.0,0.0,0.0,1.0,1.0,1.0,19.0,19.0,19.0,10.0,10.0,10.0,0.55,0.55,0.55,0.0,0.0,0.0,-1.21,-1.21,-1.21,0.0,0.0,0.0,-5.1,10.27,-0.41,5.51,0.625,0.0,1.0
475,3,0.67,164,0.0,0,0,95,79.17,1.61,1.61,1.61,0.0,0.0,0.0,1.0,1.0,1.0,19.0,19.0,19.0,10.0,10.0,10.0,0.55,0.55,0.55,0.0,0.0,0.0,-1.21,-1.21,-1.21,0.0,0.0,0.0,-10.94,9.36,-1.18,10.06,1.0,0.0,0.8461538461538461
38,5,0.2,38,0.0,0,0,30,12.67,0.51,0.51,0.51,0.0,0.0,0.0,-0.23,866746.0,216687.66,18.9,85184456.0,21296150.0,5.42,26074560.0,6518651.0,0.62,0.85,0.74,1.18,3.07,1.87,0.65,11.65,4.68,0.0,0.0,0.0,-464771.82,240679.59,-1.19,-1.95,0.0,0.0,0.0
435,16,1.0,2,0.0,-1000,0,272,108.75,0.75,0.96,0.83,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.17,0.17,20.59,-113.23,1.0,0.0,0.9821428571428571
252,14,0.0,176,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,118.5,42.62,1.11,363.15,91.27,1.06,178.92,59.04,0.02,0.28,0.09,-5.35,2.24,0.26,-0.43,58.35,6.62,0.0,0.0,0.0,-8.08,8.77,0.02,2.86,0.0,0.0,1.0
209,7,0.14,104,0.0,0,0,32,6.74,3.06,3.06,3.06,0.0,0.0,0.0,0.0,64.0,24.17,52.0,64000.0,16330.67,4.7,11796.15,2486.02,0.99,1.61,1.35,2.13,4.0,3.09,5.73,21.91,12.86,0.0,0.0,0.0,-13.82,12.18,3.58,24.77,1.0,0.0,0.22222222222222224
782,8,0.25,329,0.07448849104859336,0,0,59,20.85,2.63,4.07,3.35,0.0,0.0,0.0,-179.97,27.58,-25.54,7.0,179.8,55.39,-66.36,84.46,6.91,-1.97,17.85,7.94,-0.04,1.05,0.51,-0.99,-0.71,-0.85,0.0,158.0,77.67,-17.77,15.09,-0.28,57.25,0.3333333333333333,0.0,1.0
528,21,0.1,436,0.045454545454545456,0,0,24,22.0,3.09,3.18,3.13,0.0,0.0,0.0,0.0,270.0,29.19,0.75,58000.0,4148.62,0.14,10734.18,812.1,0.19,2.85,1.27,-0.65,3.82,1.86,-1.46,13.84,4.37,0.0,240.0,26.53,-34.99,43.75,2.58,-69.35,1.0,0.0,0.6
316,11,0.27,166,0.01611047180667434,0,0,141,72.92,1.03,1.39,1.16,0.0,0.0,0.0,0.0,5.6,1.85,9.7,931.83,307.06,2.96,160.45,51.48,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,23.0,7.0,-5.05,3.32,-0.71,-10.53,1.0,1.0,0.0
316,11,0.27,119,0.01611047180667434,0,0,141,72.92,1.03,1.39,1.16,0.0,0.0,0.0,0.0,5.6,1.85,9.7,931.83,307.06,2.96,160.45,51.48,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,23.0,7.0,-5.86,6.91,0.25,10.1,0.0,0.33333333333333337,1.0
93,22,0.27,81,0.006842619745845552,0,0,67,10.53,0.64,3.26,1.36,0.0,0.0,0.0,1.0,3800.0,454.26,5.7,6500.0,957.73,2.67,5280.65,709.23,0.05,0.39,0.18,-0.25,1.68,0.37,-0.87,3.73,0.43,0.0,11.0,0.88,-7.02,7.75,0.59,-53.63,0.5,0.0,1.0
316,11,0.27,98,0.01611047180667434,0,0,141,72.92,1.03,1.39,1.16,0.0,0.0,0.0,0.0,5.6,1.85,9.7,931.83,307.06,2.96,160.45,51.48,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,23.0,7.0,-5.32,5.49,-0.08,11.04,0.0,0.39999999999999997,1.0
316,11,0.27,53,0.01611047180667434,0,0,141,72.92,1.03,1.39,1.16,0.0,0.0,0.0,0.0,5.6,1.85,9.7,931.83,307.06,2.96,160.45,51.48,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,23.0,7.0,-2.22,2.26,0.65,-8.17,0.0,0.375,1.0
316,11,0.27,110,0.01611047180667434,0,0,141,72.92,1.03,1.39,1.16,0.0,0.0,0.0,0.0,5.6,1.85,9.7,931.83,307.06,2.96,160.45,51.48,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,23.0,7.0,-3.65,4.75,-0.26,11.25,0.0,0.0,1.0
316,11,0.27,110,0.01611047180667434,0,0,141,72.92,1.03,1.39,1.16,0.0,0.0,0.0,0.0,5.6,1.85,9.7,931.83,307.06,2.96,160.45,51.48,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,23.0,7.0,-2.75,3.12,0.88,97.44,0.26666666666666666,0.0,1.0
316,11,0.27,61,0.01611047180667434,0,0,141,72.92,1.03,1.39,1.16,0.0,0.0,0.0,0.0,5.6,1.85,9.7,931.83,307.06,2.96,160.45,51.48,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,23.0,7.0,-1.55,1.96,-0.03,-8.7,0.0,1.0,0.49999999999999994
250,5,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.84,-1.73,-1.78,1.67,1.78,1.72,-0.0,0.0,-0.0,-339917568.0,2096634368.0,1304948480.0,-0.11,-0.02,-0.07,-1.25,-1.07,-1.16,0.0,0.0,0.0,0.08,0.59,-0.56,0.47,0.9444444444444444,0.0,1.0
500,25,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.43,-1.62,-1.77,1.63,4.32,1.92,-0.0,0.0,0.0,-146911526912.0,8366830080.0,-6347763200.0,-0.18,1.56,0.1,-1.31,2.57,-0.96,0.0,0.0,0.0,-0.42,0.45,3.94,8.91,1.0,0.0,0.35616438356164387
500,25,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.25,-1.58,-1.73,1.64,2.26,1.75,-0.0,0.0,-0.0,-10131838976.0,156093743104.0,7003896320.0,-0.22,0.14,0.01,-1.26,-0.69,-1.18,0.0,0.0,0.0,-0.15,0.45,7.03,7.91,1.0,0.0,0.14285714285714285
500,25,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.29,-1.56,-1.76,1.59,3.86,1.97,-0.0,0.0,0.0,-7233885184.0,2112049664.0,-817977536.0,-0.1,1.3,0.12,-1.3,1.4,-0.97,0.0,0.0,0.0,-0.45,0.47,4.18,32.5,1.0,0.0,0.032786885245901634
100,10,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.11,-1.22,-1.74,1.52,2.71,1.93,-0.0,0.0,-0.0,-22613348352.0,15793451008.0,-1363300608.0,-0.17,1.09,0.17,-1.44,0.23,-0.9,0.0,0.0,0.0,-0.2,0.29,-0.99,4.4,1.0,0.0,0.12162162162162161
100,50,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.01,-1.33,-1.73,1.45,3.21,1.77,-0.0,0.0,0.0,-6218670592.0,16048181248.0,515522752.0,-0.35,1.29,0.02,-1.38,1.0,-1.08,0.0,0.0,0.0,-0.35,0.39,2.33,67.13,1.0,0.19767441860465115,0.0
351,33,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.0,0.0,-0.97,1.0,1.0,1.0,-0.07,0.89,0.26,-137.15,62.37,-5.56,-2.52,0.11,-0.58,-0.68,4.36,0.34,0.0,0.0,0.0,-0.11,0.1,-0.06,-2.45,1.0,0.0,0.6206896551724139
100,10,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.61,-1.61,-1.84,1.52,2.2,1.7,-0.0,0.0,-0.0,-1686419328.0,3430990848.0,26989370.0,-0.27,0.21,-0.07,-1.43,-0.55,-1.11,0.0,0.0,0.0,-0.21,0.29,-0.55,-18.38,1.0,0.0,0.14545454545454545
1000,10,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.45,-1.7,-1.82,1.62,2.56,1.81,-0.0,0.0,0.0,-34584776704.0,12389983232.0,-2280736256.0,-0.07,0.04,-0.02,-1.28,-0.74,-1.15,0.0,0.0,0.0,-0.19,0.42,1.1,5.58,1.0,0.0,0.5432098765432098
100,5,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.99,-1.68,-1.79,1.69,3.33,2.13,-0.0,0.0,-0.0,-1261074048.0,477532832.0,-361500864.0,0.04,1.0,0.25,-1.09,0.84,-0.65,0.0,0.0,0.0,-0.22,0.2,-1.23,-4.09,1.0,0.0,0.7971014492753623
1000,10,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.79,-1.73,-1.76,1.65,1.82,1.7,-0.0,0.0,0.0,-9088839680.0,12716282880.0,702486400.0,-0.14,0.03,-0.04,-1.24,-1.12,-1.19,0.0,0.0,0.0,-0.01,0.6,-1.02,1.25,1.0,0.0,0.43333333333333357
250,5,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.34,-1.6,-1.83,1.54,2.76,1.99,-0.0,0.0,0.0,-1113837056.0,4117153536.0,611077248.0,-0.13,0.56,0.08,-1.31,-0.51,-1.0,0.0,0.0,0.0,-0.37,0.34,-1.25,9.13,1.0,0.0,0.8831168831168832
500,5,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.28,-1.72,-1.88,1.71,3.09,2.14,-0.0,0.0,-0.0,-20387745792.0,2830187520.0,-5094789632.0,-0.05,0.66,0.13,-1.26,-0.12,-0.93,0.0,0.0,0.0,-0.35,0.34,-1.2,11.4,1.0,0.0,0.9487179487179488
1000,5,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.38,-1.68,-1.94,1.68,3.51,2.19,-0.0,0.0,-0.0,-4262259712.0,9627238400.0,2055606272.0,-0.06,0.67,0.13,-1.21,0.21,-0.82,0.0,0.0,0.0,-0.37,0.37,-1.32,10.7,1.0,0.0,0.925
100,50,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.9,-1.45,-1.69,1.48,1.89,1.69,-0.0,0.0,-0.0,-7653748736.0,9020738560.0,108908112.0,-0.26,0.25,0.01,-1.42,-0.95,-1.18,0.0,0.0,0.0,-0.18,0.5,4.54,6.12,1.0,0.391304347826087,0.0
250,5,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.27,-1.66,-1.88,1.62,2.27,1.79,-0.0,0.0,-0.0,-124749905920.0,1033124224.0,-43208208384.0,-0.2,0.07,-0.08,-1.25,-0.65,-1.06,0.0,0.0,0.0,-0.24,0.37,-1.48,2.7,1.0,0.0,0.8833333333333334
250,10,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.14,-1.45,-1.81,1.65,4.73,2.24,-0.0,0.0,0.0,-3300257792.0,1715362688.0,-251638528.0,-0.2,1.52,0.2,-1.23,2.94,-0.55,0.0,0.0,0.0,-0.28,0.39,-0.58,6.15,1.0,0.0,0.40909090909090917
250,50,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.92,-1.58,-1.73,1.58,1.88,1.73,-0.0,0.0,-0.0,-36159344640.0,83166371840.0,1468350592.0,-0.28,0.17,0.0,-1.32,-1.0,-1.18,0.0,0.0,0.0,-0.1,0.6,9.24,3.47,1.0,0.2826086956521739,0.0
500,10,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.18,-1.47,-1.84,1.63,4.99,2.48,-0.0,0.0,-0.0,-2714672640.0,3667398912.0,-804147840.0,-0.15,1.52,0.28,-1.21,2.47,-0.51,0.0,0.0,0.0,-0.3,0.45,-0.53,5.31,1.0,0.0,0.39436619718309857
250,25,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.5,-1.51,-1.75,1.54,2.92,1.79,-0.0,0.0,0.0,-6635625472.0,30426771456.0,2411530752.0,-0.15,0.79,0.04,-1.33,0.05,-1.14,0.0,0.0,0.0,-0.29,0.4,2.7,-11.14,1.0,0.04285714285714285,0.0
1000,10,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.2,-1.67,-1.83,1.68,3.73,1.98,-0.0,0.0,0.0,-6124386304.0,5848106496.0,-57007604.0,-0.07,0.74,0.1,-1.22,0.24,-1.0,0.0,0.0,0.0,-0.32,0.42,0.16,17.92,1.0,0.0,0.6835443037974683
1000,10,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.5,-1.69,-1.84,1.67,4.34,2.24,-0.0,0.0,-0.0,-1864216832.0,11998798848.0,2677786112.0,-0.04,1.41,0.23,-1.26,1.91,-0.71,0.0,0.0,0.0,-0.38,0.55,-0.07,9.9,1.0,0.0,0.6419753086419754
1000,5,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.74,-1.66,-1.71,1.72,1.78,1.74,-0.0,0.0,-0.0,-4967446528.0,2004009728.0,-1972114688.0,-0.05,0.05,0.02,-1.23,-1.14,-1.19,0.0,0.0,0.0,-0.01,0.58,-0.51,0.59,0.8709677419354838,0.0,1.0
150,4,0.0,3,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.1,4.3,1.85,2.5,7.9,5.43,1.2,5.84,3.46,0.14,0.63,0.35,-0.27,0.33,0.07,-1.4,0.24,-0.77,0.0,0.0,0.0,-0.08,0.37,-1.53,1.05,0.9425287356321839,0.0,1.0
100,5,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.72,-1.23,-1.86,1.43,3.17,2.22,-0.0,0.0,-0.0,-6909634560.0,400075360.0,-2413047808.0,-0.29,1.29,0.33,-1.2,0.9,-0.33,0.0,0.0,0.0,-0.24,0.39,-1.45,2.93,1.0,0.0,0.9620253164556962
1000,5,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.32,-1.7,-1.84,1.71,2.29,1.85,-0.0,0.0,-0.0,-1126070144.0,20733931520.0,5891409920.0,-0.02,0.05,0.0,-1.2,-0.72,-1.09,0.0,0.0,0.0,-0.21,0.35,-1.3,2.72,1.0,0.0,0.9390243902439025
250,5,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.1,-1.53,-1.85,1.69,4.13,2.59,-0.0,0.0,-0.0,-9309682688.0,437480480.0,-2489419008.0,0.01,1.3,0.42,-1.21,1.57,-0.25,0.0,0.0,0.0,-0.32,0.44,-1.04,4.96,1.0,0.0,0.8421052631578947
250,25,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.07,-1.57,-1.71,1.56,2.16,1.75,-0.0,0.0,0.0,-23761870848.0,5252620800.0,-501755520.0,-0.22,0.2,0.02,-1.34,-0.8,-1.2,0.0,0.0,0.0,-0.17,0.35,3.08,3.68,1.0,0.08196721311475413,0.0
250,10,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.43,-1.5,-1.84,1.61,3.96,2.2,-0.0,0.0,-0.0,-1380509568.0,4882573312.0,116025704.0,-0.2,1.44,0.3,-1.29,2.06,-0.55,0.0,0.0,0.0,-0.26,0.36,-0.97,4.25,1.0,0.0,0.2058823529411765
500,5,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.31,-1.56,-1.81,1.72,4.11,2.78,-0.0,0.0,-0.0,-1748948736.0,2134614400.0,-143383312.0,-0.02,1.36,0.42,-1.22,1.72,-0.27,0.0,0.0,0.0,-0.43,0.38,-1.57,7.14,1.0,0.0,0.9459459459459459
250,50,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.27,-1.41,-1.74,1.59,3.76,1.84,-0.0,0.0,-0.0,-24702918656.0,20619794432.0,594085312.0,-0.16,1.46,0.06,-1.36,2.2,-1.06,0.0,0.0,0.0,-0.42,0.52,6.88,11.73,1.0,0.24637681159420294,0.0
101,17,0.94,7,0.0,0,0,93,11.07,0.28,4.6,0.82,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,2.84,2.84,2.84,0.71,0.71,0.71,0.14,0.14,0.14,-0.63,-0.63,-0.63,0.0,0.0,0.0,-0.24,0.34,4.14,1369.61,1.0,0.0,0.9529411764705883
100,10,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.86,-1.43,-1.69,1.56,1.77,1.67,-0.0,0.0,-0.0,-99498721280.0,7653749248.0,-10185484288.0,-0.28,0.22,-0.08,-1.28,-1.04,-1.2,0.0,0.0,0.0,-0.03,0.58,-1.17,1.23,1.0,0.380952380952381,0.0
1000,10,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.28,-1.66,-1.82,1.7,4.4,2.46,-0.0,0.0,0.0,-4306332672.0,14978269184.0,2007445120.0,-0.05,1.41,0.31,-1.25,1.89,-0.59,0.0,0.0,0.0,-0.44,0.41,-0.01,8.64,1.0,0.0,0.6835443037974683
100,5,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.96,-1.54,-1.72,1.51,2.02,1.78,-0.0,0.0,-0.0,-773105984.0,1935773184.0,602775616.0,-0.13,0.35,0.02,-1.32,-0.92,-1.07,0.0,0.0,0.0,-0.03,0.48,-0.65,0.61,0.7142857142857141,0.0,1.0
100,25,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.07,-1.46,-1.69,1.56,3.67,1.89,-0.0,0.0,0.0,-16583122944.0,99498688512.0,3930762752.0,-0.33,1.03,0.13,-1.39,0.98,-0.99,0.0,0.0,0.0,-0.19,0.42,3.01,15.32,1.0,0.0,0.15000000000000002
500,10,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.27,-1.61,-1.78,1.69,3.72,2.01,-0.0,0.0,0.0,-3800789504.0,10341607424.0,954197312.0,-0.04,0.79,0.11,-1.27,0.37,-1.0,0.0,0.0,0.0,-0.35,0.31,0.71,139.13,1.0,0.0,0.24324324324324323
1000,5,0.0,1000,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.29,-1.73,-1.93,1.73,4.04,2.63,-0.0,0.0,0.0,-4876322304.0,4516492800.0,445286048.0,-0.05,1.25,0.38,-1.2,1.14,-0.4,0.0,0.0,0.0,-0.33,0.38,-1.59,8.15,1.0,0.0,0.9638554216867471
100,25,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.1,-1.45,-1.77,1.51,2.26,1.72,-0.0,0.0,-0.0,-2211083264.0,21630160896.0,1279021568.0,-0.35,0.32,-0.04,-1.26,-0.85,-1.12,0.0,0.0,0.0,-0.25,0.42,2.12,22.65,1.0,0.5584415584415585,0.0
100,50,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.0,-1.44,-1.7,1.44,2.87,1.72,-0.0,0.0,0.0,-33166235648.0,3430991104.0,-958151488.0,-0.3,0.69,-0.01,-1.43,-0.0,-1.15,0.0,0.0,0.0,-0.38,0.21,1.37,-7.09,1.0,0.0,0.30927835051546393
500,5,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.16,-1.72,-1.84,1.69,2.26,1.84,-0.0,0.0,0.0,-2872504064.0,8717274112.0,1906732416.0,-0.04,0.08,0.0,-1.2,-0.79,-1.08,0.0,0.0,0.0,-0.23,0.38,-1.25,3.87,1.0,0.0,0.8055555555555556
250,50,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.26,-1.31,-1.7,1.57,4.41,1.81,-0.0,0.0,0.0,-62374924288.0,18689103872.0,-707182592.0,-0.12,1.36,0.07,-1.31,1.69,-1.1,0.0,0.0,0.0,-0.34,0.34,5.46,-29.24,1.0,0.0,0.046875
500,25,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.88,-1.64,-1.73,1.63,1.8,1.74,-0.0,0.0,-0.0,-10582622208.0,46857416704.0,1408840320.0,-0.14,0.15,0.02,-1.3,-1.03,-1.18,0.0,0.0,0.0,-0.03,0.59,3.09,2.46,1.0,0.29545454545454536,0.0
100,10,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.08,-1.55,-1.74,1.54,3.19,1.94,-0.0,0.0,0.0,-9298950144.0,1243734272.0,-1219051904.0,-0.19,0.89,0.17,-1.35,0.72,-0.94,0.0,0.0,0.0,-0.28,0.29,-1.34,-39.08,1.0,0.0,0.717948717948718
250,10,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.92,-1.57,-1.76,1.65,1.76,1.71,-0.0,0.0,-0.0,-3457587200.0,5594158592.0,64674112.0,-0.16,0.12,-0.02,-1.26,-1.06,-1.15,0.0,0.0,0.0,-0.04,0.58,-0.8,1.52,1.0,0.0,0.24999999999999992
100,50,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.04,-1.47,-1.71,1.42,2.09,1.71,-0.0,0.0,0.0,-49749377024.0,12437342208.0,-859483264.0,-0.33,0.3,0.02,-1.43,-0.8,-1.16,0.0,0.0,0.0,-0.21,0.44,2.95,5.2,1.0,0.25806451612903225,0.0
250,50,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.18,-1.5,-1.74,1.54,2.73,1.75,-0.0,0.0,0.0,-25459130368.0,49899896832.0,1621916160.0,-0.23,0.72,0.01,-1.33,-0.26,-1.16,0.0,0.0,0.0,-0.24,0.29,2.72,-72.85,1.0,0.32432432432432434,0.0
100,25,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.06,-1.31,-1.67,1.42,3.03,1.86,-0.0,0.0,-0.0,-14850563072.0,4738035200.0,-634711360.0,-0.3,1.19,0.11,-1.37,0.81,-1.03,0.0,0.0,0.0,-0.19,0.29,0.44,-12.31,1.0,0.0,0.875
100,10,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.71,-1.43,-1.84,1.51,2.81,1.98,-0.0,0.0,-0.0,-1950955776.0,2103567488.0,43805068.0,-0.25,1.06,0.16,-1.36,0.63,-0.8,0.0,0.0,0.0,-0.56,0.46,0.34,10.41,1.0,0.0,0.14285714285714288
500,10,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.46,-1.71,-1.83,1.64,2.21,1.77,-0.0,0.0,-0.0,-19137921024.0,2446129920.0,-2376327424.0,-0.08,0.04,-0.03,-1.26,-0.79,-1.15,0.0,0.0,0.0,-0.18,0.44,1.18,4.53,1.0,0.0,0.44
100,50,0.0,100,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.01,-1.39,-1.71,1.43,3.45,1.85,-0.0,0.0,-0.0,-99498672128.0,inf,inf,-0.36,1.49,0.1,-1.36,1.92,-1.01,0.0,0.0,0.0,-0.24,0.24,0.14,14.4,1.0,0.1219512195121951,0.0
500,25,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.27,-1.59,-1.79,1.65,3.27,1.8,-0.0,0.0,0.0,-13783105536.0,107976622080.0,3923857920.0,-0.1,0.85,0.03,-1.28,0.34,-1.11,0.0,0.0,0.0,-0.24,0.32,3.32,-24.91,1.0,0.0,0.09589041095890412
250,25,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.36,-1.6,-1.74,1.56,4.3,1.96,-0.0,0.0,-0.0,-13486459904.0,12493716480.0,-459376032.0,-0.17,1.38,0.12,-1.32,2.23,-0.95,0.0,0.0,0.0,-0.27,0.41,5.21,4.69,1.0,0.0,0.0
500,10,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.26,-1.56,-1.81,1.62,4.08,2.14,-0.0,0.0,0.0,-3338902016.0,27749994496.0,2530653696.0,-0.15,1.28,0.16,-1.3,1.47,-0.76,0.0,0.0,0.0,-0.51,0.51,0.13,6.67,1.0,0.0,0.4153846153846154
250,10,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.04,-1.58,-1.73,1.61,2.02,1.75,-0.0,0.0,-0.0,-5997583872.0,3095527424.0,-984909184.0,-0.19,0.19,0.01,-1.31,-0.9,-1.18,0.0,0.0,0.0,-0.17,0.41,0.86,4.33,1.0,0.0,0.3584905660377358
250,50,0.0,250,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.12,-1.53,-1.73,1.59,2.15,1.72,-0.0,0.0,-0.0,-138610884608.0,19492147200.0,-2116061440.0,-0.17,0.21,-0.01,-1.33,-0.74,-1.19,0.0,0.0,0.0,-0.27,0.33,3.68,22.28,1.0,0.0,0.0
500,5,0.0,500,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.82,-1.6,-1.7,1.66,1.83,1.75,-0.0,0.0,-0.0,-3530033664.0,1137553536.0,-1033268416.0,-0.07,0.15,0.01,-1.31,-1.14,-1.21,0.0,0.0,0.0,-0.01,0.61,-0.71,0.61,0.8636363636363635,0.0,1.0
